<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.08.19	12:15:00	2502.36	2503.20	2501.85	2502.26	3122	0	5
2024.08.19	12:30:00	2502.26	2502.55	2500.14	2501.35	3075	0	5
2024.08.19	12:45:00	2501.35	2501.44	2499.85	2499.95	2445	0	5
2024.08.19	13:00:00	2499.95	2500.11	2496.23	2496.54	4221	0	5
2024.08.19	13:15:00	2496.53	2497.06	2493.17	2495.79	4526	0	5
2024.08.19	13:30:00	2495.79	2495.81	2491.33	2491.34	3973	0	5
2024.08.19	13:45:00	2491.37	2492.97	2489.57	2489.89	5104	0	5
2024.08.19	14:00:00	2489.89	2491.35	2488.22	2491.11	5759	0	5
2024.08.19	14:15:00	2491.11	2492.28	2486.56	2488.39	5516	0	5
2024.08.19	14:30:00	2488.40	2492.15	2487.20	2491.57	4691	0	5
2024.08.19	14:45:00	2491.57	2495.25	2491.12	2494.53	4335	0	5
2024.08.19	15:00:00	2494.53	2495.26	2492.22	2493.62	5851	0	5
2024.08.19	15:15:00	2493.63	2495.53	2492.25	2492.50	5971	0	5
2024.08.19	15:30:00	2492.50	2493.41	2491.23	2491.45	6583	0	5
2024.08.19	15:45:00	2491.45	2493.02	2488.76	2491.22	5486	0	5
2024.08.19	16:00:00	2491.22	2492.17	2487.55	2490.27	10567	0	5
2024.08.19	16:15:00	2490.27	2492.39	2488.22	2490.09	9026	0	5
2024.08.19	16:30:00	2490.09	2493.51	2485.66	2489.58	13434	0	5
2024.08.19	16:45:00	2489.59	2495.89	2488.19	2494.80	8904	0	5
2024.08.19	17:00:00	2494.80	2499.69	2494.42	2497.55	13180	0	5
2024.08.19	17:15:00	2497.54	2499.22	2493.94	2499.21	9676	0	5
2024.08.19	17:30:00	2499.21	2504.86	2498.20	2502.72	10099	0	5
2024.08.19	17:45:00	2502.72	2504.46	2500.97	2501.33	9675	0	5
2024.08.19	18:00:00	2501.33	2504.71	2499.97	2503.77	8721	0	5
2024.08.19	18:15:00	2503.77	2506.00	2502.77	2504.49	7730	0	5
2024.08.19	18:30:00	2504.51	2504.59	2500.06	2501.66	5967	0	5
2024.08.19	18:45:00	2501.66	2504.37	2501.19	2504.03	4315	0	5
2024.08.19	19:00:00	2504.03	2505.94	2503.27	2505.26	4404	0	5
2024.08.19	19:15:00	2505.26	2505.52	2501.98	2503.72	4808	0	5
2024.08.19	19:30:00	2503.72	2507.51	2503.25	2506.89	4213	0	5
2024.08.19	19:45:00	2506.88	2507.42	2505.31	2505.53	3249	0	5
2024.08.19	20:00:00	2505.54	2505.86	2503.21	2503.80	3081	0	5
2024.08.19	20:15:00	2503.80	2505.31	2502.33	2502.67	3858	0	5
2024.08.19	20:30:00	2502.66	2503.58	2500.76	2503.50	3436	0	5
2024.08.19	20:45:00	2503.50	2504.14	2502.46	2503.18	2631	0	5
2024.08.19	21:00:00	2503.18	2504.48	2503.18	2503.83	1760	0	5
2024.08.19	21:15:00	2503.83	2504.11	2502.50	2503.20	2359	0	5
2024.08.19	21:30:00	2503.21	2504.64	2503.12	2504.58	1880	0	5
2024.08.19	21:45:00	2504.58	2504.91	2503.92	2504.31	1733	0	5
2024.08.19	22:00:00	2504.30	2505.26	2503.12	2503.89	2030	0	5
2024.08.19	22:15:00	2503.89	2505.28	2503.46	2504.75	1726	0	5
2024.08.19	22:30:00	2504.75	2505.04	2503.75	2504.20	1352	0	5
2024.08.19	22:45:00	2504.20	2505.88	2504.14	2505.51	1865	0	5
2024.08.19	23:00:00	2505.51	2505.65	2503.60	2503.66	1145	0	5
2024.08.19	23:15:00	2503.66	2504.53	2503.66	2504.25	626	0	5
2024.08.19	23:30:00	2504.25	2504.55	2503.37	2503.48	347	0	5
2024.08.19	23:45:00	2503.46	2504.56	2503.46	2504.23	410	0	7
2024.08.20	01:00:00	2503.13	2504.31	2503.03	2504.14	425	0	7
2024.08.20	01:15:00	2504.11	2504.16	2502.17	2502.37	603	0	7
2024.08.20	01:30:00	2502.37	2503.63	2502.37	2502.91	487	0	5
2024.08.20	01:45:00	2502.91	2504.63	2502.80	2504.36	525	0	5
2024.08.20	02:00:00	2504.33	2504.35	2503.24	2503.33	468	0	5
2024.08.20	02:15:00	2503.35	2503.48	2502.50	2503.27	463	0	5
2024.08.20	02:30:00	2503.28	2503.74	2502.49	2503.63	810	0	5
2024.08.20	02:45:00	2503.63	2503.90	2502.89	2503.68	829	0	5
2024.08.20	03:00:00	2503.68	2504.81	2503.68	2504.12	2078	0	5
2024.08.20	03:15:00	2504.13	2504.84	2503.39	2504.29	2565	0	5
2024.08.20	03:30:00	2504.29	2506.93	2504.29	2506.12	1954	0	5
2024.08.20	03:45:00	2506.12	2506.39	2504.92	2504.98	1994	0	5
2024.08.20	04:00:00	2504.98	2508.30	2501.80	2502.96	6245	0	5
2024.08.20	04:15:00	2502.96	2506.22	2502.92	2504.67	4641	0	5
2024.08.20	04:30:00	2504.67	2505.48	2502.93	2505.02	6023	0	5
2024.08.20	04:45:00	2505.02	2505.33	2501.32	2501.98	4537	0	5
2024.08.20	05:00:00	2501.98	2502.47	2498.72	2500.20	4599	0	5
2024.08.20	05:15:00	2500.20	2501.34	2500.14	2500.63	1644	0	5
2024.08.20	05:30:00	2500.63	2501.85	2499.05	2500.58	4897	0	5
2024.08.20	05:45:00	2500.58	2501.56	2498.79	2499.66	4017	0	5
2024.08.20	06:00:00	2499.66	2500.72	2499.13	2499.48	2936	0	5
2024.08.20	06:15:00	2499.48	2501.47	2499.40	2501.26	2897	0	5
2024.08.20	06:30:00	2501.26	2501.62	2500.26	2500.26	1845	0	5
2024.08.20	06:45:00	2500.26	2502.38	2500.26	2501.79	1379	0	5
2024.08.20	07:00:00	2501.79	2502.45	2501.35	2501.55	1127	0	5
2024.08.20	07:15:00	2501.53	2501.64	2499.58	2499.94	1266	0	5
2024.08.20	07:30:00	2499.94	2502.84	2499.91	2502.77	1687	0	5
2024.08.20	07:45:00	2502.79	2502.80	2500.78	2500.87	1817	0	5
2024.08.20	08:00:00	2500.87	2503.57	2500.77	2503.50	2003	0	5
2024.08.20	08:15:00	2503.50	2503.74	2501.83	2502.46	3335	0	5
2024.08.20	08:30:00	2502.46	2503.17	2501.03	2501.32	3938	0	5
2024.08.20	08:45:00	2501.32	2501.80	2499.55	2499.56	2568	0	5
2024.08.20	09:00:00	2499.56	2500.69	2497.36	2498.13	3475	0	5
2024.08.20	09:15:00	2498.14	2505.14	2497.61	2505.11	5033	0	5
2024.08.20	09:30:00	2505.11	2505.80	2502.38	2503.69	7482	0	5
2024.08.20	09:45:00	2503.69	2504.76	2501.80	2502.44	4211	0	5
2024.08.20	10:00:00	2502.44	2504.39	2501.26	2504.38	3742	0	5
2024.08.20	10:15:00	2504.38	2506.92	2503.94	2505.62	4485	0	5
2024.08.20	10:30:00	2505.62	2513.46	2504.99	2513.19	6079	0	5
2024.08.20	10:45:00	2513.19	2515.26	2510.36	2514.98	6935	0	5
2024.08.20	11:00:00	2514.97	2521.54	2514.38	2516.63	11733	0	5
2024.08.20	11:15:00	2516.62	2518.51	2514.89	2515.83	6435	0	5
2024.08.20	11:30:00	2515.83	2520.55	2515.54	2519.19	5972	0	5
2024.08.20	11:45:00	2519.19	2523.14	2518.88	2519.93	5738	0	5
2024.08.20	12:00:00	2519.93	2524.48	2519.87	2523.48	4936	0	5
2024.08.20	12:15:00	2523.47	2525.26	2522.77	2524.71	5073	0	5
2024.08.20	12:30:00	2524.71	2524.79	2521.52	2522.57	4875	0	5
2024.08.20	12:45:00	2522.57	2523.43	2520.88	2521.79	4000	0	5
2024.08.20	13:00:00	2521.79	2522.99	2521.26	2522.26	3472	0	5
2024.08.20	13:15:00	2522.26	2524.55	2521.28	2523.98	2619	0	5
2024.08.20	13:30:00	2523.98	2524.09	2521.80	2522.73	3792	0	5
2024.08.20	13:45:00	2522.73	2523.05	2521.22	2522.91	2292	0	5
2024.08.20	14:00:00	2522.91	2523.70	2522.23	2522.38	3142	0	5
2024.08.20	14:15:00	2522.36	2526.12	2522.25	2525.15	4561	0	5
2024.08.20	14:30:00	2525.15	2526.19	2523.14	2524.57	4216	0	5
2024.08.20	14:45:00	2524.57	2527.10	2524.28	2526.35	3565	0	5
2024.08.20	15:00:00	2526.35	2526.67	2523.20	2525.99	4574	0	5
2024.08.20	15:15:00	2525.99	2528.72	2524.83	2526.71	6259	0	5
2024.08.20	15:30:00	2526.72	2527.10	2521.68	2525.75	9072	0	5
2024.08.20	15:45:00	2525.75	2529.26	2525.57	2526.75	8904	0	5
2024.08.20	16:00:00	2526.74	2526.98	2522.22	2526.04	12429	0	5
2024.08.20	16:15:00	2526.04	2528.99	2523.64	2528.76	7700	0	5
2024.08.20	16:30:00	2528.74	2531.75	2519.93	2525.97	15967	0	5
2024.08.20	16:45:00	2525.95	2531.10	2525.93	2529.98	9171	0	5
2024.08.20	17:00:00	2529.98	2530.25	2526.67	2527.93	11348	0	5
2024.08.20	17:15:00	2527.91	2528.41	2520.45	2523.22	13226	0	5
2024.08.20	17:30:00	2523.22	2528.18	2521.60	2523.94	10373	0	5
2024.08.20	17:45:00	2523.94	2528.69	2522.75	2523.84	9584	0	5
2024.08.20	18:00:00	2523.85	2524.06	2508.52	2510.06	17055	0	5
2024.08.20	18:15:00	2510.06	2510.98	2505.85	2509.58	11365	0	5
2024.08.20	18:30:00	2509.58	2514.62	2508.59	2510.87	8147	0	5
2024.08.20	18:45:00	2510.87	2511.71	2508.03	2508.54	6587	0	5
2024.08.20	19:00:00	2508.54	2510.35	2500.87	2509.76	10314	0	5
2024.08.20	19:15:00	2509.75	2510.63	2505.14	2505.61	5735	0	5
2024.08.20	19:30:00	2505.61	2506.63	2503.71	2505.97	4530	0	5
2024.08.20	19:45:00	2505.97	2510.25	2505.14	2509.13	6096	0	5
2024.08.20	20:00:00	2509.13	2512.15	2506.81	2509.93	5381	0	5
2024.08.20	20:15:00	2509.93	2513.26	2509.60	2512.58	4341	0	5
2024.08.20	20:30:00	2512.58	2512.68	2510.25	2511.93	3133	0	5
2024.08.20	20:45:00	2511.93	2511.93	2509.47	2510.60	1515	0	5
2024.08.20	21:00:00	2510.60	2513.28	2509.33	2513.08	2194	0	5
2024.08.20	21:15:00	2513.08	2514.45	2512.70	2514.27	2155	0	5
2024.08.20	21:30:00	2514.27	2515.49	2513.70	2514.45	1878	0	5
2024.08.20	21:45:00	2514.45	2515.06	2512.27	2513.36	2201	0	5
2024.08.20	22:00:00	2513.36	2513.88	2511.75	2511.86	1583	0	5
2024.08.20	22:15:00	2511.86	2513.38	2510.96	2512.99	1968	0	5
2024.08.20	22:30:00	2512.99	2514.24	2512.89	2513.84	1749	0	5
2024.08.20	22:45:00	2513.87	2515.31	2513.41	2515.04	2076	0	5
2024.08.20	23:00:00	2515.05	2516.28	2514.87	2516.05	1085	0	5
2024.08.20	23:15:00	2516.05	2516.93	2515.88	2516.44	554	0	5
2024.08.20	23:30:00	2516.44	2516.64	2515.62	2516.46	529	0	5
2024.08.20	23:45:00	2516.45	2516.45	2513.41	2514.01	526	0	5
2024.08.21	01:00:00	2513.64	2514.68	2513.33	2514.27	657	0	5
2024.08.21	01:15:00	2514.27	2515.81	2514.27	2515.63	620	0	5
2024.08.21	01:30:00	2515.63	2515.74	2514.73	2515.10	441	0	5
2024.08.21	01:45:00	2515.10	2515.34	2514.47	2514.76	569	0	5
2024.08.21	02:00:00	2514.76	2514.85	2513.70	2514.47	673	0	5
2024.08.21	02:15:00	2514.47	2516.04	2514.04	2515.97	966	0	5
2024.08.21	02:30:00	2515.97	2516.12	2514.69	2514.81	1433	0	5
2024.08.21	02:45:00	2514.80	2515.17	2512.79	2512.95	1389	0	5
2024.08.21	03:00:00	2512.95	2513.87	2512.59	2513.32	3006	0	5
2024.08.21	03:15:00	2513.32	2515.00	2513.13	2514.85	1790	0	5
2024.08.21	03:30:00	2514.85	2515.96	2514.12	2514.54	2673	0	5
2024.08.21	03:45:00	2514.54	2514.69	2512.50	2513.58	2170	0	5
2024.08.21	04:00:00	2513.58	2516.49	2512.74	2513.24	5908	0	5
2024.08.21	04:15:00	2513.24	2514.13	2511.86	2512.50	4934	0	5
2024.08.21	04:30:00	2512.50	2514.60	2510.89	2513.82	5894	0	5
2024.08.21	04:45:00	2513.82	2517.12	2513.82	2516.85	4474	0	5
2024.08.21	05:00:00	2516.85	2519.73	2516.46	2519.73	4848	0	5
2024.08.21	05:15:00	2519.73	2519.98	2517.50	2517.54	1717	0	5
2024.08.21	05:30:00	2517.54	2518.85	2515.91	2517.72	3905	0	5
2024.08.21	05:45:00	2517.72	2519.50	2517.03	2519.43	3989	0	5
2024.08.21	06:00:00	2519.43	2519.47	2514.91	2515.36	3203	0	5
2024.08.21	06:15:00	2515.36	2515.56	2513.48	2513.48	3520	0	5
2024.08.21	06:30:00	2513.50	2517.78	2513.12	2516.45	3059	0	5
2024.08.21	06:45:00	2516.45	2518.47	2516.07	2517.41	1915	0	5
2024.08.21	07:00:00	2517.41	2517.70	2516.62	2517.23	1581	0	5
2024.08.21	07:15:00	2517.23	2517.73	2516.04	2516.11	1266	0	5
2024.08.21	07:30:00	2516.11	2516.92	2513.87	2514.51	2346	0	5
2024.08.21	07:45:00	2514.51	2516.33	2513.92	2516.20	2369	0	5
2024.08.21	08:00:00	2516.20	2517.31	2515.88	2516.91	1106	0	5
2024.08.21	08:15:00	2516.91	2517.70	2515.59	2516.00	1302	0	5
2024.08.21	08:30:00	2516.00	2517.87	2515.86	2517.83	4649	0	5
2024.08.21	08:45:00	2517.86	2518.47	2515.06	2515.25	3166	0	5
2024.08.21	09:00:00	2515.25	2516.39	2511.82	2513.94	4424	0	5
2024.08.21	09:15:00	2513.94	2519.19	2513.48	2519.17	4720	0	5
2024.08.21	09:30:00	2519.18	2519.63	2515.20	2515.29	4162	0	5
2024.08.21	09:45:00	2515.29	2516.12	2513.63	2514.48	4533	0	5
2024.08.21	10:00:00	2514.48	2515.80	2512.77	2515.78	5582	0	5
2024.08.21	10:15:00	2515.78	2517.05	2513.83	2513.83	3179	0	5
2024.08.21	10:30:00	2513.83	2514.17	2508.95	2509.17	5048	0	5
2024.08.21	10:45:00	2509.17	2510.86	2508.14	2509.79	5618	0	5
2024.08.21	11:00:00	2509.79	2512.47	2508.92	2510.57	5535	0	5
2024.08.21	11:15:00	2510.57	2511.01	2507.54	2509.48	4164	0	5
2024.08.21	11:30:00	2509.48	2510.20	2508.74	2509.11	2398	0	5
2024.08.21	11:45:00	2509.11	2509.87	2506.88	2507.36	3482	0	5
2024.08.21	12:00:00	2507.36	2508.06	2505.25	2506.81	3886	0	5
2024.08.21	12:15:00	2506.81	2509.35	2506.56	2508.59	3183	0	5
2024.08.21	12:30:00	2508.60	2508.96	2506.17	2506.17	3785	0	5
2024.08.21	12:45:00	2506.17	2507.02	2504.59	2505.71	3851	0	5
2024.08.21	13:00:00	2505.70	2506.62	2504.51	2505.78	3107	0	5
2024.08.21	13:15:00	2505.78	2507.93	2505.07	2507.69	2992	0	5
2024.08.21	13:30:00	2507.66	2509.28	2507.16	2509.12	3626	0	5
2024.08.21	13:45:00	2509.12	2509.78	2506.83	2509.44	3387	0	5
2024.08.21	14:00:00	2509.44	2509.51	2506.96	2508.27	3365	0	5
2024.08.21	14:15:00	2508.27	2510.62	2507.64	2509.04	3347	0	5
2024.08.21	14:30:00	2509.04	2511.69	2508.68	2511.14	3941	0	5
2024.08.21	14:45:00	2511.14	2513.30	2511.11	2511.83	4028	0	5
2024.08.21	15:00:00	2511.83	2512.50	2509.73	2511.79	5467	0	5
2024.08.21	15:15:00	2511.79	2513.73	2510.08	2510.75	6493	0	5
2024.08.21	15:30:00	2510.76	2511.05	2507.67	2508.56	6393	0	5
2024.08.21	15:45:00	2508.56	2510.95	2507.16	2510.59	4771	0	5
2024.08.21	16:00:00	2510.59	2512.95	2508.51	2509.45	9459	0	5
2024.08.21	16:15:00	2509.46	2509.84	2505.84	2506.50	7561	0	5
2024.08.21	16:30:00	2506.50	2507.88	2498.21	2498.74	15742	0	5
2024.08.21	16:45:00	2498.74	2503.50	2498.02	2503.10	11936	0	5
2024.08.21	17:00:00	2503.10	2506.53	2493.82	2505.61	28130	0	5
2024.08.21	17:15:00	2505.61	2506.72	2498.78	2499.94	19075	0	5
2024.08.21	17:30:00	2499.94	2501.81	2494.47	2498.98	21197	0	5
2024.08.21	17:45:00	2498.98	2505.58	2498.40	2501.54	14101	0	5
2024.08.21	18:00:00	2501.54	2506.45	2501.38	2505.00	10393	0	5
2024.08.21	18:15:00	2505.00	2508.91	2503.33	2507.37	8129	0	5
2024.08.21	18:30:00	2507.37	2509.89	2507.19	2508.75	6134	0	5
2024.08.21	18:45:00	2508.75	2511.16	2507.90	2508.39	6133	0	5
2024.08.21	19:00:00	2508.38	2508.66	2503.22	2504.73	6096	0	5
2024.08.21	19:15:00	2504.73	2507.93	2504.25	2507.34	4643	0	5
2024.08.21	19:30:00	2507.34	2508.88	2505.90	2506.46	4114	0	5
2024.08.21	19:45:00	2506.46	2508.00	2505.44	2507.14	3144	0	5
2024.08.21	20:00:00	2507.14	2510.39	2506.98	2509.92	3702	0	5
2024.08.21	20:15:00	2509.92	2510.96	2509.04	2509.62	2848	0	5
2024.08.21	20:30:00	2509.63	2510.74	2509.20	2509.59	2892	0	5
2024.08.21	20:45:00	2509.59	2511.39	2509.58	2509.59	2750	0	5
2024.08.21	21:00:00	2509.59	2516.00	2509.30	2515.90	5994	0	5
2024.08.21	21:15:00	2515.90	2519.20	2515.26	2518.68	6494	0	5
2024.08.21	21:30:00	2518.68	2518.89	2514.88	2514.95	4471	0	5
2024.08.21	21:45:00	2514.95	2516.49	2514.42	2516.04	2927	0	5
2024.08.21	22:00:00	2516.04	2516.43	2511.77	2512.88	3654	0	5
2024.08.21	22:15:00	2512.88	2513.40	2510.98	2512.59	2262	0	5
2024.08.21	22:30:00	2512.59	2514.85	2512.45	2514.74	2026	0	5
2024.08.21	22:45:00	2514.74	2515.65	2511.32	2511.51	3371	0	5
2024.08.21	23:00:00	2511.51	2512.37	2509.79	2510.81	1641	0	5
2024.08.21	23:15:00	2510.81	2512.13	2510.79	2511.62	1000	0	5
2024.08.21	23:30:00	2511.62	2512.41	2510.72	2511.16	1036	0	5
2024.08.21	23:45:00	2511.14	2512.39	2510.80	2512.30	761	0	5
2024.08.22	01:00:00	2511.89	2513.27	2511.42	2512.84	1079	0	7
2024.08.22	01:15:00	2512.87	2513.69	2512.86	2513.51	488	0	7
2024.08.22	01:30:00	2513.51	2513.98	2513.09	2513.26	458	0	5
2024.08.22	01:45:00	2513.26	2514.01	2513.21	2514.00	327	0	5
2024.08.22	02:00:00	2514.00	2514.46	2513.66	2513.82	686	0	5
2024.08.22	02:15:00	2513.82	2514.06	2513.24	2513.53	328	0	5
2024.08.22	02:30:00	2513.53	2513.74	2512.50	2512.70	403	0	5
2024.08.22	02:45:00	2512.70	2513.38	2512.28	2512.78	792	0	5
2024.08.22	03:00:00	2512.79	2513.58	2511.46	2511.59	2142	0	5
2024.08.22	03:15:00	2511.59	2512.70	2511.25	2512.01	1740	0	5
2024.08.22	03:30:00	2512.01	2513.76	2511.37	2513.53	2165	0	5
2024.08.22	03:45:00	2513.53	2514.68	2512.97	2513.77	2255	0	5
2024.08.22	04:00:00	2513.77	2514.16	2510.63	2511.40	5250	0	5
2024.08.22	04:15:00	2511.40	2513.11	2511.33	2512.72	4400	0	5
2024.08.22	04:30:00	2512.72	2512.89	2508.28	2508.90	4948	0	5
2024.08.22	04:45:00	2508.90	2509.66	2507.09	2507.67	3915	0	5
2024.08.22	05:00:00	2507.67	2508.68	2506.23	2507.13	4338	0	5
2024.08.22	05:15:00	2507.13	2507.22	2502.53	2503.31	3442	0	5
2024.08.22	05:30:00	2503.31	2504.99	2500.33	2501.24	5665	0	5
2024.08.22	05:45:00	2501.24	2502.49	2499.99	2502.34	4198	0	5
2024.08.22	06:00:00	2502.34	2503.63	2501.27	2502.43	4238	0	5
2024.08.22	06:15:00	2502.43	2503.04	2501.22	2502.80	2901	0	5
2024.08.22	06:30:00	2502.80	2504.74	2502.43	2502.88	4267	0	5
2024.08.22	06:45:00	2502.88	2503.31	2501.59	2502.40	2476	0	5
2024.08.22	07:00:00	2502.40	2502.48	2500.38	2500.43	2411	0	5
2024.08.22	07:15:00	2500.43	2501.21	2500.27	2500.70	1619	0	5
2024.08.22	07:30:00	2500.70	2502.10	2499.34	2501.98	2578	0	5
2024.08.22	07:45:00	2501.97	2502.43	2501.02	2501.96	1638	0	5
2024.08.22	08:00:00	2501.96	2502.74	2500.70	2502.58	2461	0	5
2024.08.22	08:15:00	2502.58	2503.65	2502.32	2503.43	1875	0	5
2024.08.22	08:30:00	2503.42	2503.89	2500.88	2501.96	5063	0	5
2024.08.22	08:45:00	2501.96	2506.32	2501.20	2505.57	4350	0	5
2024.08.22	09:00:00	2505.57	2507.35	2504.53	2507.32	4133	0	5
2024.08.22	09:15:00	2507.32	2510.64	2506.54	2510.46	4828	0	5
2024.08.22	09:30:00	2510.46	2510.60	2503.60	2505.67	8098	0	5
2024.08.22	09:45:00	2505.66	2508.92	2505.42	2507.56	4792	0	5
2024.08.22	10:00:00	2507.56	2509.51	2506.63	2508.63	4966	0	5
2024.08.22	10:15:00	2508.63	2509.16	2504.50	2506.03	4756	0	5
2024.08.22	10:30:00	2506.03	2508.49	2505.61	2507.56	4408	0	5
2024.08.22	10:45:00	2507.56	2509.81	2506.95	2507.17	3286	0	5
2024.08.22	11:00:00	2507.14	2507.56	2504.48	2504.54	4897	0	5
2024.08.22	11:15:00	2504.54	2505.25	2502.48	2504.04	4607	0	5
2024.08.22	11:30:00	2504.04	2504.75	2502.54	2503.80	4302	0	5
2024.08.22	11:45:00	2503.80	2504.26	2502.66	2503.70	3309	0	5
2024.08.22	12:00:00	2503.68	2504.22	2501.13	2501.69	4791	0	5
2024.08.22	12:15:00	2501.69	2505.68	2501.63	2505.13	4522	0	5
2024.08.22	12:30:00	2505.13	2508.10	2504.55	2507.40	4135	0	5
2024.08.22	12:45:00	2507.40	2507.65	2505.55	2507.32	3581	0	5
2024.08.22	13:00:00	2507.32	2508.59	2506.60	2506.92	3079	0	5
2024.08.22	13:15:00	2506.91	2508.68	2506.22	2507.85	3332	0	5
2024.08.22	13:30:00	2507.85	2509.13	2507.11	2507.97	3205	0	5
2024.08.22	13:45:00	2507.97	2508.01	2505.25	2505.37	2296	0	5
2024.08.22	14:00:00	2505.37	2506.05	2503.68	2504.53	4483	0	5
2024.08.22	14:15:00	2504.53	2506.04	2503.43	2504.25	2870	0	5
2024.08.22	14:30:00	2504.21	2504.37	2498.03	2501.86	5366	0	5
2024.08.22	14:45:00	2501.86	2502.44	2499.47	2499.59	4181	0	5
2024.08.22	15:00:00	2499.59	2501.46	2496.25	2497.51	6155	0	5
2024.08.22	15:15:00	2497.52	2499.88	2497.15	2498.53	6907	0	5
2024.08.22	15:30:00	2498.53	2504.24	2495.24	2502.85	12687	0	5
2024.08.22	15:45:00	2502.86	2503.28	2499.58	2500.70	7423	0	5
2024.08.22	16:00:00	2500.71	2501.60	2497.70	2498.99	9732	0	5
2024.08.22	16:15:00	2498.99	2499.23	2491.27	2493.07	9230	0	5
2024.08.22	16:30:00	2493.06	2493.06	2483.88	2486.85	18138	0	5
2024.08.22	16:45:00	2486.84	2490.27	2483.03	2487.99	17677	0	5
2024.08.22	17:00:00	2487.99	2487.99	2475.09	2475.65	20359	0	5
2024.08.22	17:15:00	2475.66	2478.76	2470.87	2477.92	19118	0	5
2024.08.22	17:30:00	2477.92	2478.43	2471.73	2476.70	13781	0	5
2024.08.22	17:45:00	2476.70	2481.61	2476.39	2480.09	10306	0	5
2024.08.22	18:00:00	2480.09	2484.28	2477.02	2477.75	8910	0	5
2024.08.22	18:15:00	2477.75	2480.30	2476.44	2477.48	7659	0	5
2024.08.22	18:30:00	2477.48	2481.16	2475.05	2480.86	8086	0	5
2024.08.22	18:45:00	2480.86	2483.21	2480.15	2481.97	7353	0	5
2024.08.22	19:00:00	2481.97	2484.57	2481.39	2483.63	6408	0	5
2024.08.22	19:15:00	2483.63	2485.97	2483.23	2483.96	5604	0	5
2024.08.22	19:30:00	2483.95	2485.52	2482.49	2484.62	4579	0	5
2024.08.22	19:45:00	2484.62	2486.04	2482.89	2484.30	3624	0	5
2024.08.22	20:00:00	2484.33	2484.45	2481.85	2482.38	3908	0	5
2024.08.22	20:15:00	2482.38	2482.98	2479.71	2480.89	4830	0	5
2024.08.22	20:30:00	2480.93	2483.63	2480.93	2482.12	4060	0	5
2024.08.22	20:45:00	2482.12	2483.23	2481.34	2482.28	3538	0	5
2024.08.22	21:00:00	2482.29	2483.54	2481.50	2483.36	3494	0	5
2024.08.22	21:15:00	2483.36	2484.85	2483.25	2484.04	2981	0	5
2024.08.22	21:30:00	2484.05	2484.26	2480.38	2481.16	2904	0	5
2024.08.22	21:45:00	2481.16	2483.60	2481.16	2482.30	1980	0	5
2024.08.22	22:00:00	2482.30	2482.92	2481.11	2482.06	1687	0	5
2024.08.22	22:15:00	2482.06	2482.46	2478.61	2478.69	2221	0	5
2024.08.22	22:30:00	2478.69	2482.28	2478.60	2482.19	2601	0	5
2024.08.22	22:45:00	2482.19	2483.53	2482.12	2483.03	3031	0	5
2024.08.22	23:00:00	2483.03	2484.89	2482.51	2484.80	2274	0	5
2024.08.22	23:15:00	2484.80	2484.83	2483.11	2484.15	1566	0	5
2024.08.22	23:30:00	2484.15	2484.58	2483.55	2483.86	944	0	5
2024.08.22	23:45:00	2483.86	2484.73	2483.74	2484.73	416	0	5
2024.08.23	01:00:00	2484.76	2485.32	2484.46	2484.81	376	0	5
2024.08.23	01:15:00	2484.81	2485.12	2484.62	2485.11	352	0	5
2024.08.23	01:30:00	2485.11	2485.58	2484.77	2485.34	388	0	5
2024.08.23	01:45:00	2485.33	2485.65	2485.11	2485.19	350	0	5
2024.08.23	02:00:00	2485.19	2486.01	2484.98	2485.97	460	0	5
2024.08.23	02:15:00	2485.97	2486.01	2485.31	2485.81	381	0	5
2024.08.23	02:30:00	2485.82	2486.33	2485.67	2486.07	553	0	5
2024.08.23	02:45:00	2486.07	2487.62	2485.82	2487.59	937	0	5
2024.08.23	03:00:00	2487.58	2487.65	2486.52	2487.52	1928	0	5
2024.08.23	03:15:00	2487.52	2488.53	2487.18	2487.94	2008	0	5
2024.08.23	03:30:00	2487.94	2492.29	2487.91	2489.61	2711	0	5
2024.08.23	03:45:00	2489.61	2491.44	2489.58	2490.02	3327	0	5
2024.08.23	04:00:00	2490.02	2491.51	2488.60	2489.47	5287	0	5
2024.08.23	04:15:00	2489.47	2491.38	2488.12	2489.72	5717	0	5
2024.08.23	04:30:00	2489.72	2489.96	2488.36	2488.92	4510	0	5
2024.08.23	04:45:00	2488.92	2490.97	2487.94	2490.93	4933	0	5
2024.08.23	05:00:00	2490.93	2491.63	2488.32	2488.80	4645	0	5
2024.08.23	05:15:00	2488.80	2489.58	2488.26	2488.91	2251	0	5
2024.08.23	05:30:00	2488.91	2489.14	2486.70	2488.16	3482	0	5
2024.08.23	05:45:00	2488.16	2490.16	2487.10	2490.01	3713	0	5
2024.08.23	06:00:00	2490.01	2491.64	2489.50	2490.47	3633	0	5
2024.08.23	06:15:00	2490.47	2493.08	2490.37	2493.05	2983	0	5
2024.08.23	06:30:00	2493.04	2493.72	2491.26	2492.87	2945	0	5
2024.08.23	06:45:00	2492.87	2493.61	2492.31	2493.24	2290	0	5
2024.08.23	07:00:00	2493.24	2494.54	2493.15	2493.34	1838	0	5
2024.08.23	07:15:00	2493.34	2493.96	2492.73	2492.98	3000	0	5
