<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.08	23:00:00	2177.35	2179.00	2176.91	2178.55	1152	0	5
2024.03.11	01:00:00	2179.77	2181.67	2177.24	2177.24	1630	0	5
2024.03.11	02:00:00	2177.24	2183.89	2177.24	2181.67	3833	0	0
2024.03.11	03:00:00	2181.68	2189.01	2179.45	2186.71	5270	0	0
2024.03.11	04:00:00	2186.73	2186.80	2179.00	2180.28	7296	0	0
2024.03.11	05:00:00	2180.28	2180.45	2176.89	2177.47	4379	0	0
2024.03.11	06:00:00	2177.46	2180.37	2177.05	2179.58	3103	0	0
2024.03.11	07:00:00	2179.52	2181.53	2179.52	2180.73	1956	0	5
2024.03.11	08:00:00	2180.73	2181.69	2176.91	2178.03	3537	0	0
2024.03.11	09:00:00	2178.03	2180.03	2177.33	2179.52	3860	0	0
2024.03.11	10:00:00	2179.52	2182.78	2177.98	2182.32	4534	0	5
2024.03.11	11:00:00	2182.33	2183.13	2176.76	2177.45	5552	0	5
2024.03.11	12:00:00	2177.45	2181.55	2175.90	2180.51	5088	0	0
2024.03.11	13:00:00	2180.51	2180.77	2176.89	2177.72	3995	0	5
2024.03.11	14:00:00	2177.72	2179.59	2176.44	2179.00	3761	0	5
2024.03.11	15:00:00	2179.00	2180.68	2176.49	2177.22	6922	0	3
2024.03.11	16:00:00	2177.22	2185.13	2174.88	2181.78	10262	0	0
2024.03.11	17:00:00	2181.78	2183.32	2175.66	2182.00	9172	0	5
2024.03.11	18:00:00	2182.00	2185.73	2180.08	2184.37	8008	0	5
2024.03.11	19:00:00	2184.37	2184.73	2178.59	2180.84	5243	0	5
2024.03.11	20:00:00	2180.84	2184.16	2178.28	2179.69	5272	0	5
2024.03.11	21:00:00	2179.69	2180.97	2177.21	2180.90	3276	0	5
2024.03.11	22:00:00	2180.90	2184.19	2180.71	2181.39	3255	0	5
2024.03.11	23:00:00	2181.41	2182.97	2181.11	2182.65	1148	0	5
2024.03.12	01:00:00	2182.44	2184.79	2180.79	2181.33	1882	0	0
2024.03.12	02:00:00	2181.30	2183.78	2181.20	2183.69	2255	0	0
2024.03.12	03:00:00	2183.69	2184.56	2180.31	2180.47	2559	0	5
2024.03.12	04:00:00	2180.47	2183.13	2180.04	2182.82	3654	0	5
2024.03.12	05:00:00	2182.81	2182.92	2178.73	2179.15	3650	0	0
2024.03.12	06:00:00	2179.15	2179.15	2176.82	2177.51	2912	0	1
2024.03.12	07:00:00	2177.51	2179.26	2177.25	2178.26	1623	0	0
2024.03.12	08:00:00	2178.26	2179.21	2174.24	2176.25	2974	0	5
2024.03.12	09:00:00	2176.20	2177.18	2173.75	2175.42	4550	0	5
2024.03.12	10:00:00	2175.43	2177.45	2174.81	2177.02	4724	0	5
2024.03.12	11:00:00	2177.02	2178.55	2176.08	2177.85	4903	0	5
2024.03.12	12:00:00	2177.86	2179.10	2176.40	2177.00	4046	0	5
2024.03.12	13:00:00	2177.00	2177.67	2175.46	2176.51	3442	0	5
2024.03.12	14:00:00	2176.50	2176.60	2170.63	2171.95	5562	0	5
2024.03.12	15:00:00	2171.94	2182.07	2161.30	2169.84	14760	0	0
2024.03.12	16:00:00	2169.80	2169.95	2156.24	2160.43	16875	0	0
2024.03.12	17:00:00	2160.43	2166.44	2152.65	2162.07	12789	0	5
2024.03.12	18:00:00	2162.07	2164.98	2157.62	2163.03	9227	0	5
2024.03.12	19:00:00	2163.03	2166.51	2161.53	2165.84	5703	0	5
2024.03.12	20:00:00	2165.84	2165.84	2154.78	2155.03	6957	0	5
2024.03.12	21:00:00	2155.03	2156.59	2153.01	2153.56	5844	0	5
2024.03.12	22:00:00	2153.56	2157.39	2150.66	2157.39	3756	0	5
2024.03.12	23:00:00	2157.39	2159.01	2156.20	2158.13	1546	0	5
2024.03.13	01:00:00	2157.94	2161.46	2156.19	2158.78	3642	0	0
2024.03.13	02:00:00	2158.80	2159.21	2155.82	2156.96	2244	0	1
2024.03.13	03:00:00	2156.96	2160.53	2156.63	2159.31	3064	0	4
2024.03.13	04:00:00	2159.31	2159.60	2157.39	2158.64	3539	0	5
2024.03.13	05:00:00	2158.64	2161.56	2157.46	2160.42	2960	0	5
2024.03.13	06:00:00	2160.42	2160.75	2157.49	2159.18	2448	0	3
2024.03.13	07:00:00	2159.17	2159.73	2157.28	2159.37	1867	0	5
2024.03.13	08:00:00	2159.37	2160.63	2158.72	2160.14	2868	0	5
2024.03.13	09:00:00	2160.14	2161.56	2158.44	2159.49	3225	0	5
2024.03.13	10:00:00	2159.48	2160.78	2158.57	2159.79	4369	0	0
2024.03.13	11:00:00	2159.81	2161.15	2157.93	2158.28	5185	0	5
2024.03.13	12:00:00	2158.23	2160.31	2157.55	2158.58	4654	0	5
2024.03.13	13:00:00	2158.57	2163.68	2158.13	2163.44	4399	0	5
2024.03.13	14:00:00	2163.44	2164.20	2161.60	2164.00	3871	0	5
2024.03.13	15:00:00	2164.00	2166.35	2162.20	2163.60	8064	0	5
2024.03.13	16:00:00	2163.60	2171.63	2161.49	2166.12	11685	0	0
2024.03.13	17:00:00	2166.12	2169.82	2163.62	2168.96	9529	0	0
2024.03.13	18:00:00	2168.96	2174.60	2168.27	2171.78	9073	0	5
2024.03.13	19:00:00	2171.77	2174.73	2169.62	2173.67	6977	0	5
2024.03.13	20:00:00	2173.68	2179.91	2173.26	2174.53	8038	0	5
2024.03.13	21:00:00	2174.53	2176.57	2174.31	2174.85	3590	0	5
2024.03.13	22:00:00	2174.85	2175.61	2171.77	2172.61	3385	0	5
2024.03.13	23:00:00	2172.62	2175.25	2172.41	2174.32	2249	0	0
2024.03.14	01:00:00	2174.48	2175.49	2173.83	2174.73	1167	0	5
2024.03.14	02:00:00	2174.73	2176.24	2174.68	2175.56	1690	0	0
2024.03.14	03:00:00	2175.55	2176.61	2174.05	2176.31	2621	0	5
2024.03.14	04:00:00	2176.35	2177.00	2173.27	2174.76	4433	0	5
2024.03.14	05:00:00	2174.75	2175.46	2172.65	2172.80	2830	0	5
2024.03.14	06:00:00	2172.80	2174.12	2171.18	2172.28	2680	0	3
2024.03.14	07:00:00	2172.30	2172.52	2171.06	2171.78	1629	0	5
2024.03.14	08:00:00	2171.78	2171.98	2168.71	2168.88	3242	0	5
2024.03.14	09:00:00	2168.88	2170.24	2167.47	2168.76	4203	0	5
2024.03.14	10:00:00	2168.76	2169.10	2167.54	2168.74	4112	0	0
2024.03.14	11:00:00	2168.74	2170.08	2168.19	2169.62	4735	0	2
2024.03.14	12:00:00	2169.62	2172.04	2167.92	2170.08	4304	0	0
2024.03.14	13:00:00	2170.08	2170.92	2168.13	2170.64	3423	0	5
2024.03.14	14:00:00	2170.64	2170.87	2167.20	2168.54	3543	0	3
2024.03.14	15:00:00	2168.54	2170.45	2160.48	2162.82	11441	0	5
2024.03.14	16:00:00	2162.79	2167.29	2158.59	2162.57	12940	0	0
2024.03.14	17:00:00	2162.57	2163.87	2157.74	2162.04	11126	0	5
2024.03.14	18:00:00	2162.05	2162.28	2152.80	2157.30	10748	0	5
2024.03.14	19:00:00	2157.30	2160.33	2156.77	2158.72	6847	0	5
2024.03.14	20:00:00	2158.72	2165.06	2158.14	2160.28	5865	0	5
2024.03.14	21:00:00	2160.28	2162.43	2160.28	2161.43	3259	0	5
2024.03.14	22:00:00	2161.48	2163.56	2160.71	2163.53	2980	0	5
2024.03.14	23:00:00	2163.53	2163.89	2161.70	2162.19	1086	0	5
2024.03.15	01:00:00	2161.90	2162.41	2161.51	2161.58	781	0	5
2024.03.15	02:00:00	2161.57	2162.17	2160.92	2161.65	1269	0	4
2024.03.15	03:00:00	2161.65	2163.15	2160.64	2162.77	2445	0	3
2024.03.15	04:00:00	2162.77	2166.00	2162.40	2162.73	4086	0	1
2024.03.15	05:00:00	2162.73	2163.04	2161.64	2162.41	2741	0	5
2024.03.15	06:00:00	2162.42	2164.87	2161.81	2164.64	2357	0	0
2024.03.15	07:00:00	2164.64	2165.50	2163.92	2164.51	1503	0	5
2024.03.15	08:00:00	2164.53	2169.28	2163.60	2169.15	4062	0	1
2024.03.15	09:00:00	2169.15	2170.10	2167.22	2168.98	4519	0	4
2024.03.15	10:00:00	2168.98	2170.01	2166.73	2167.07	4156	0	5
2024.03.15	11:00:00	2167.06	2169.44	2165.33	2169.09	5532	0	3
2024.03.15	12:00:00	2169.09	2172.73	2167.55	2171.86	3888	0	5
2024.03.15	13:00:00	2171.87	2172.67	2168.68	2169.34	3755	0	5
2024.03.15	14:00:00	2169.34	2169.39	2166.22	2167.00	3877	0	3
2024.03.15	15:00:00	2167.00	2167.37	2157.64	2161.86	9596	0	5
2024.03.15	16:00:00	2161.86	2163.38	2156.58	2160.29	10669	0	5
2024.03.15	17:00:00	2160.31	2166.70	2159.22	2164.33	11488	0	5
2024.03.15	18:00:00	2164.33	2164.35	2158.17	2160.05	7822	0	5
2024.03.15	19:00:00	2160.04	2163.51	2157.97	2158.85	6881	0	1
2024.03.15	20:00:00	2158.85	2160.62	2155.21	2156.82	5572	0	5
2024.03.15	21:00:00	2156.82	2160.32	2156.59	2159.37	3098	0	5
2024.03.15	22:00:00	2159.33	2159.50	2156.41	2156.93	2450	0	5
2024.03.15	23:00:00	2156.95	2158.30	2155.52	2155.82	1388	0	5
2024.03.18	01:00:00	2155.34	2156.08	2151.88	2154.95	2632	0	5
2024.03.18	02:00:00	2154.95	2156.94	2153.86	2156.62	2565	0	5
2024.03.18	03:00:00	2156.62	2157.55	2155.06	2156.66	3081	0	5
2024.03.18	04:00:00	2156.64	2156.67	2150.22	2152.34	5413	0	5
2024.03.18	05:00:00	2152.34	2153.54	2146.66	2147.93	4415	0	0
2024.03.18	06:00:00	2147.93	2148.13	2146.16	2146.78	2975	0	5
2024.03.18	07:00:00	2146.78	2148.32	2146.16	2147.40	1919	0	5
2024.03.18	08:00:00	2147.40	2148.37	2146.18	2147.08	2773	0	5
2024.03.18	09:00:00	2147.11	2149.17	2146.79	2148.15	3021	0	5
2024.03.18	10:00:00	2148.14	2152.25	2147.33	2152.20	3887	0	5
2024.03.18	11:00:00	2152.20	2154.48	2150.21	2153.57	6096	0	0
2024.03.18	12:00:00	2153.57	2155.91	2153.41	2154.89	4732	0	5
2024.03.18	13:00:00	2154.89	2158.54	2154.67	2158.26	4492	0	0
2024.03.18	14:00:00	2158.26	2161.30	2158.22	2161.09	5133	0	5
2024.03.18	15:00:00	2161.09	2163.64	2158.29	2159.13	8307	0	5
2024.03.18	16:00:00	2159.13	2161.10	2155.56	2156.80	9345	0	0
2024.03.18	17:00:00	2156.80	2160.79	2156.71	2158.57	7987	0	0
2024.03.18	18:00:00	2158.49	2161.34	2157.03	2158.41	6433	0	5
2024.03.18	19:00:00	2158.43	2160.80	2154.63	2159.99	5482	0	5
2024.03.18	20:00:00	2159.99	2161.21	2158.10	2159.99	4398	0	5
2024.03.18	21:00:00	2159.99	2160.71	2159.20	2159.44	2811	0	5
2024.03.18	22:00:00	2159.44	2161.03	2159.37	2160.24	1805	0	4
2024.03.18	23:00:00	2160.24	2160.43	2159.45	2160.26	998	0	0
2024.03.19	01:00:00	2160.12	2162.56	2160.04	2161.26	1599	0	1
2024.03.19	02:00:00	2161.26	2162.26	2160.49	2162.15	1046	0	5
2024.03.19	03:00:00	2162.15	2162.86	2160.51	2160.67	2489	0	2
2024.03.19	04:00:00	2160.67	2162.26	2158.59	2160.53	3881	0	5
2024.03.19	05:00:00	2160.53	2162.84	2160.02	2160.90	3197	0	5
2024.03.19	06:00:00	2160.89	2162.43	2159.85	2161.56	4398	0	5
2024.03.19	07:00:00	2161.56	2162.18	2159.66	2160.29	2735	0	5
2024.03.19	08:00:00	2160.29	2160.50	2157.10	2157.66	3702	0	5
2024.03.19	09:00:00	2157.66	2157.78	2154.08	2156.79	5509	0	5
2024.03.19	10:00:00	2156.79	2157.29	2154.23	2155.80	4481	0	5
2024.03.19	11:00:00	2155.85	2155.98	2147.19	2153.11	7799	0	5
2024.03.19	12:00:00	2153.12	2154.55	2151.68	2153.25	4863	0	2
2024.03.19	13:00:00	2153.26	2156.38	2152.49	2154.18	5509	0	1
2024.03.19	14:00:00	2154.18	2156.76	2153.78	2155.67	4567	0	0
2024.03.19	15:00:00	2155.67	2158.69	2150.88	2156.97	8288	0	2
2024.03.19	16:00:00	2156.96	2158.69	2150.49	2151.26	9014	0	5
2024.03.19	17:00:00	2151.28	2155.43	2148.42	2154.98	8583	0	5
2024.03.19	18:00:00	2154.98	2155.67	2150.75	2154.31	6871	0	5
2024.03.19	19:00:00	2154.32	2156.04	2153.13	2154.54	6002	0	5
2024.03.19	20:00:00	2154.54	2157.40	2154.36	2156.93	5200	0	5
2024.03.19	21:00:00	2156.93	2157.77	2155.59	2156.84	3151	0	5
2024.03.19	22:00:00	2156.84	2157.99	2156.27	2157.80	2306	0	5
2024.03.19	23:00:00	2157.80	2158.52	2157.20	2157.48	1183	0	4
2024.03.20	01:00:00	2157.80	2159.70	2157.65	2158.78	836	0	0
2024.03.20	02:00:00	2158.77	2158.79	2157.01	2157.11	1520	0	0
2024.03.20	03:00:00	2157.14	2157.50	2155.26	2157.20	1906	0	5
2024.03.20	04:00:00	2157.22	2160.05	2156.67	2158.72	3249	0	5
2024.03.20	05:00:00	2158.73	2159.77	2157.22	2159.01	2410	0	5
2024.03.20	06:00:00	2159.01	2159.91	2158.46	2159.88	1813	0	0
2024.03.20	07:00:00	2159.88	2160.25	2156.90	2156.93	2245	0	3
2024.03.20	08:00:00	2156.93	2158.31	2156.63	2157.46	2139	0	5
2024.03.20	09:00:00	2157.45	2158.25	2156.48	2157.03	2641	0	5
2024.03.20	10:00:00	2157.03	2159.53	2156.90	2158.29	3651	0	5
2024.03.20	11:00:00	2158.21	2158.41	2154.57	2156.19	4096	0	5
2024.03.20	12:00:00	2156.19	2156.19	2153.17	2154.73	3507	0	5
2024.03.20	13:00:00	2154.73	2154.95	2152.41	2154.39	4211	0	5
2024.03.20	14:00:00	2154.39	2155.14	2152.31	2153.98	3731	0	5
2024.03.20	15:00:00	2153.99	2155.26	2149.63	2153.19	6460	0	5
2024.03.20	16:00:00	2153.19	2158.69	2150.53	2157.95	9185	0	5
2024.03.20	17:00:00	2157.95	2164.92	2155.66	2157.11	10523	0	5
2024.03.20	18:00:00	2157.13	2158.69	2154.69	2155.90	6294	0	5
2024.03.20	19:00:00	2155.90	2158.72	2155.59	2157.73	4909	0	5
2024.03.20	20:00:00	2157.73	2159.68	2156.68	2157.17	5234	0	0
2024.03.20	21:00:00	2156.86	2183.74	2156.86	2181.90	19310	0	0
2024.03.20	22:00:00	2182.11	2188.84	2178.53	2182.92	12394	0	1
2024.03.20	23:00:00	2182.86	2187.26	2182.86	2186.24	3700	0	0
2024.03.21	01:00:00	2186.76	2223.08	2186.60	2200.91	8709	0	0
2024.03.21	02:00:00	2200.91	2206.36	2196.50	2203.99	5501	0	5
2024.03.21	03:00:00	2203.99	2204.05	2192.49	2199.03	7772	0	5
2024.03.21	04:00:00	2199.03	2212.50	2198.02	2204.88	10161	0	3
2024.03.21	05:00:00	2204.88	2206.40	2202.69	2203.45	5066	0	5
2024.03.21	06:00:00	2203.45	2205.04	2201.79	2202.83	3199	0	5
2024.03.21	07:00:00	2202.82	2204.13	2201.86	2203.31	2452	0	5
2024.03.21	08:00:00	2203.31	2205.18	2201.88	2204.93	3348	0	5
2024.03.21	09:00:00	2204.86	2209.57	2204.31	2207.23	5004	0	5
2024.03.21	10:00:00	2207.22	2210.24	2206.44	2206.58	6538	0	5
2024.03.21	11:00:00	2206.58	2206.71	2196.89	2201.56	9668	0	2
2024.03.21	12:00:00	2201.57	2206.07	2199.96	2205.49	8012	0	5
2024.03.21	13:00:00	2205.49	2211.79	2205.26	2207.67	7060	0	3
2024.03.21	14:00:00	2207.69	2208.86	2205.39	2207.57	5461	0	5
2024.03.21	15:00:00	2207.54	2208.89	2203.26	2207.74	10060	0	5
2024.03.21	16:00:00	2207.74	2208.13	2191.74	2191.95	13157	0	5
2024.03.21	17:00:00	2191.86	2191.98	2175.69	2176.68	15033	0	5
2024.03.21	18:00:00	2176.69	2176.90	2166.47	2174.74	12371	0	5
2024.03.21	19:00:00	2174.74	2180.36	2173.06	2179.98	7315	0	5
2024.03.21	20:00:00	2179.98	2183.80	2178.62	2180.90	6093	0	5
2024.03.21	21:00:00	2180.90	2184.06	2180.50	2182.88	3654	0	1
2024.03.21	22:00:00	2182.90	2183.70	2180.34	2181.49	3094	0	5
2024.03.21	23:00:00	2181.49	2182.51	2180.63	2181.25	1370	0	5
2024.03.22	01:00:00	2181.50	2182.64	2181.09	2181.29	899	0	3
2024.03.22	02:00:00	2181.29	2181.89	2180.93	2181.81	1152	0	5
2024.03.22	03:00:00	2181.81	2186.13	2181.08	2185.03	3156	0	4
2024.03.22	04:00:00	2185.03	2185.94	2172.71	2173.48	6150	0	5
2024.03.22	05:00:00	2173.48	2177.19	2171.84	2172.61	6824	0	5
2024.03.22	06:00:00	2172.61	2176.23	2172.27	2173.78	4259	0	5
2024.03.22	07:00:00	2173.78	2175.44	2173.24	2173.64	2600	0	5
2024.03.22	08:00:00	2173.64	2175.82	2173.06	2174.33	3708	0	5
2024.03.22	09:00:00	2174.33	2176.32	2169.92	2170.11	5116	0	5
2024.03.22	10:00:00	2170.11	2170.49	2162.61	2168.48	7210	0	5
2024.03.22	11:00:00	2168.47	2169.28	2164.99	2167.98	6886	0	5
2024.03.22	12:00:00	2167.99	2170.22	2165.72	2166.69	5871	0	2
2024.03.22	13:00:00	2166.70	2168.66	2165.93	2167.24	5277	0	5
2024.03.22	14:00:00	2167.24	2168.16	2165.25	2166.11	4547	0	5
2024.03.22	15:00:00	2166.11	2176.30	2165.86	2174.59	8836	0	5
2024.03.22	16:00:00	2174.61	2180.17	2172.60	2178.09	10280	0	5
2024.03.22	17:00:00	2178.14	2179.89	2171.25	2173.98	10023	0	5
2024.03.22	18:00:00	2173.97	2173.97	2165.52	2166.17	9100	0	5
2024.03.22	19:00:00	2166.17	2167.56	2161.69	2162.63	6462	0	5
2024.03.22	20:00:00	2162.68	2164.97	2157.16	2159.25	6809	0	5
2024.03.22	21:00:00	2159.25	2164.84	2158.81	2163.15	4224	0	5
2024.03.22	22:00:00	2163.15	2165.19	2161.88	2164.04	2480	0	5
2024.03.22	23:00:00	2164.04	2167.25	2163.69	2165.27	2276	0	5
2024.03.25	01:00:00	2165.75	2167.87	2165.23	2166.47	2272	0	5
2024.03.25	02:00:00	2166.47	2168.95	2166.04	2168.41	2747	0	5
2024.03.25	03:00:00	2168.41	2169.46	2164.07	2165.57	4281	0	5
2024.03.25	04:00:00	2165.58	2176.94	2164.02	2175.24	9582	0	3
2024.03.25	05:00:00	2175.24	2178.37	2173.82	2175.17	5235	0	2
2024.03.25	06:00:00	2175.17	2175.21	2170.12	2170.62	4351	0	5
2024.03.25	07:00:00	2170.64	2171.71	2169.21	2169.46	2617	0	5
2024.03.25	08:00:00	2169.46	2171.12	2167.86	2169.87	4065	0	0
2024.03.25	09:00:00	2169.87	2170.60	2164.36	2165.52	4798	0	5
2024.03.25	10:00:00	2165.52	2168.79	2163.62	2165.88	4947	0	5
2024.03.25	11:00:00	2165.92	2169.04	2163.87	2165.75	6044	0	2
2024.03.25	12:00:00	2165.75	2168.85	2164.42	2168.46	4867	0	5
2024.03.25	13:00:00	2168.49	2171.17	2167.63	2168.47	4914	0	5
2024.03.25	14:00:00	2168.46	2171.90	2167.96	2170.55	4677	0	4
2024.03.25	15:00:00	2170.54	2177.08	2170.37	2174.55	8574	0	5
2024.03.25	16:00:00	2174.55	2181.32	2173.02	2177.22	9352	0	5
2024.03.25	17:00:00	2177.24	2180.52	2175.41	2177.81	9324	0	5
2024.03.25	18:00:00	2177.88	2177.89	2175.00	2175.47	6500	0	4
2024.03.25	19:00:00	2175.47	2177.91	2175.07	2175.83	4911	0	5
2024.03.25	20:00:00	2175.83	2176.67	2174.27	2174.77	4888	0	5
2024.03.25	21:00:00	2174.76	2174.77	2173.07	2173.27	2874	0	5
2024.03.25	22:00:00	2173.28	2173.72	2170.75	2171.00	3000	0	5
2024.03.25	23:00:00	2171.00	2172.29	2170.78	2171.73	1569	0	5
2024.03.26	01:00:00	2171.62	2173.59	2171.52	2172.05	1653	0	4
2024.03.26	02:00:00	2172.05	2173.36	2171.31	2172.96	2159	0	0
2024.03.26	03:00:00	2172.96	2174.52	2172.39	2173.93	3191	0	4
2024.03.26	04:00:00	2173.94	2174.40	2167.67	2169.46	6947	0	0
2024.03.26	05:00:00	2169.46	2171.64	2169.35	2170.82	3607	0	5
2024.03.26	06:00:00	2170.82	2172.44	2169.67	2170.36	3393	0	3
2024.03.26	07:00:00	2170.37	2172.77	2170.12	2172.36	1764	0	5
2024.03.26	08:00:00	2172.36	2173.43	2171.46	2172.97	3220	0	5
2024.03.26	09:00:00	2172.94	2174.18	2170.57	2171.50	4603	0	5
2024.03.26	10:00:00	2171.50	2174.27	2169.64	2173.05	4309	0	5
2024.03.26	11:00:00	2173.05	2179.28	2171.61	2178.33	6430	0	5
2024.03.26	12:00:00	2178.33	2195.15	2178.32	2190.94	8273	0	5
2024.03.26	13:00:00	2190.94	2200.13	2190.80	2197.76	7773	0	5
2024.03.26	14:00:00	2197.76	2199.15	2195.06	2196.52	6261	0	5
2024.03.26	15:00:00	2196.52	2197.36	2186.66	2187.97	9080	0	5
2024.03.26	16:00:00	2187.96	2192.93	2178.45	2183.14	11172	0	1
2024.03.26	17:00:00	2183.11	2186.43	2179.22	2179.47	10965	0	5
2024.03.26	18:00:00	2179.46	2181.64	2171.74	2174.37	9689	0	5
2024.03.26	19:00:00	2174.37	2178.47	2174.34	2176.82	6442	0	5
2024.03.26	20:00:00	2176.82	2179.26	2176.00	2176.80	5878	0	0
2024.03.26	21:00:00	2176.79	2178.60	2175.96	2177.66	3888	0	0
2024.03.26	22:00:00	2177.66	2178.27	2176.61	2177.95	2958	0	5
2024.03.26	23:00:00	2177.96	2178.63	2174.74	2178.63	1554	0	5
2024.03.27	01:00:00	2178.58	2179.54	2177.08	2178.44	1561	0	1
2024.03.27	02:00:00	2178.45	2179.95	2178.24	2179.52	1843	0	3
2024.03.27	03:00:00	2179.52	2180.21	2176.72	2177.48	2100	0	5
2024.03.27	04:00:00	2177.44	2180.37	2173.49	2175.16	5081	0	5
2024.03.27	05:00:00	2175.16	2177.71	2174.81	2176.06	2791	0	5
2024.03.27	06:00:00	2176.06	2181.76	2175.77	2177.78	3253	0	5
2024.03.27	07:00:00	2177.78	2180.15	2177.37	2178.43	1823	0	5
2024.03.27	08:00:00	2178.47	2178.49	2175.78	2177.07	2695	0	5
2024.03.27	09:00:00	2177.07	2180.13	2176.58	2177.71	2687	0	5
2024.03.27	10:00:00	2177.71	2180.82	2177.02	2180.58	4159	0	5
2024.03.27	11:00:00	2180.58	2182.72	2176.63	2177.45	4630	0	5
2024.03.27	12:00:00	2177.37	2193.97	2176.61	2189.30	7753	0	1
2024.03.27	13:00:00	2189.30	2194.53	2188.79	2193.83	7077	0	5
2024.03.27	14:00:00	2193.84	2197.64	2187.30	2188.53	6727	0	3
2024.03.27	15:00:00	2188.53	2189.39	2184.44	2186.15	7983	0	4
2024.03.27	16:00:00	2186.15	2193.53	2183.59	2193.41	10235	0	0
2024.03.27	17:00:00	2193.41	2195.24	2189.88	2193.52	9496	0	4
2024.03.27	18:00:00	2193.52	2194.13	2188.45	2190.50	7538	0	2
2024.03.27	19:00:00	2190.50	2192.82	2189.95	2192.52	5994	0	0
2024.03.27	20:00:00	2192.52	2194.12	2189.07	2190.44	5845	0	0
2024.03.27	21:00:00	2190.43	2192.50	2189.12	2192.49	3520	0	5
2024.03.27	22:00:00	2192.49	2194.30	2190.89	2193.45	3124	0	5
2024.03.27	23:00:00	2193.46	2195.22	2193.00	2194.88	2476	0	0
2024.03.28	01:00:00	2194.09	2194.64	2190.26	2192.47	2707	0	4
2024.03.28	02:00:00	2192.47	2192.48	2190.71	2190.76	1336	0	5
2024.03.28	03:00:00	2190.77	2190.93	2187.41	2189.10	3426	0	3
2024.03.28	04:00:00	2189.10	2190.58	2187.60	2189.39	4304	0	5
2024.03.28	05:00:00	2189.39	2196.15	2189.13	2194.89	4690	0	3
2024.03.28	06:00:00	2194.89	2196.49	2194.16	2194.85	3029	0	5
2024.03.28	07:00:00	2194.86	2196.92	2194.42	2195.69	1596	0	5
2024.03.28	08:00:00	2195.69	2200.67	2194.50	2197.30	3513	0	4
2024.03.28	09:00:00	2197.30	2198.98	2195.27	2198.75	3988	0	4
2024.03.28	10:00:00	2198.75	2198.90	2192.73	2193.80	4890	0	4
2024.03.28	11:00:00	2193.80	2197.43	2190.91	2194.83	5685	0	5
2024.03.28	12:00:00	2194.83	2197.95	2192.47	2197.87	4572	0	5
2024.03.28	13:00:00	2197.88	2213.81	2197.20	2212.26	8834	0	0
2024.03.28	14:00:00	2212.26	2213.41	2207.26	2210.45	7117	0	5
2024.03.28	15:00:00	2210.45	2216.98	2205.84	2215.72	11854	0	5
2024.03.28	16:00:00	2215.71	2217.15	2202.27	2206.85	13206	0	5
2024.03.28	17:00:00	2206.83	2215.04	2204.33	2214.41	11227	0	5
2024.03.28	18:00:00	2214.41	2216.98	2212.26	2215.96	9032	0	5
2024.03.28	19:00:00	2215.96	2225.51	2213.51	2220.36	9605	0	5
2024.03.28	20:00:00	2220.42	2223.36	2216.77	2222.03	6975	0	5
2024.03.28	21:00:00	2222.03	2222.46	2218.38	2220.57	3678	0	5
2024.03.28	22:00:00	2220.57	2222.29	2218.03	2221.86	3409	0	5
2024.03.28	23:00:00	2221.86	2236.24	2219.65	2232.88	3886	0	0
2024.04.01	01:00:00	2239.90	2245.51	2235.08	2236.91	6770	0	10
2024.04.01	02:00:00	2237.03	2247.44	2235.68	2246.09	4634	0	5
2024.04.01	03:00:00	2246.10	2256.42	2243.99	2250.09	6291	0	5
2024.04.01	04:00:00	2250.09	2259.68	2250.09	2255.94	8998	0	5
2024.04.01	05:00:00	2255.94	2258.28	2255.00	2257.40	4207	0	5
2024.04.01	06:00:00	2257.40	2265.20	2256.63	2264.50	5351	0	5
2024.04.01	07:00:00	2264.50	2265.71	2258.15	2260.39	4149	0	5
2024.04.01	08:00:00	2260.39	2263.44	2258.01	2261.71	4267	0	5
2024.04.01	09:00:00	2261.66	2262.84	2259.02	2260.33	4261	0	0
2024.04.01	10:00:00	2260.33	2263.16	2256.96	2257.61	3619	0	5
2024.04.01	11:00:00	2257.61	2260.18	2255.85	2257.27	3684	0	5
2024.04.01	12:00:00	2257.29	2258.40	2249.28	2251.87	4286	0	0
2024.04.01	13:00:00	2251.81	2253.50	2245.65	2247.86	4743	0	0
2024.04.01	14:00:00	2247.86	2251.10	2246.53	2246.82	4636	0	4
2024.04.01	15:00:00	2246.82	2252.68	2243.63	2252.58	9566	0	5
2024.04.01	16:00:00	2252.58	2257.92	2239.32	2246.58	14492	0	0
2024.04.01	17:00:00	2246.57	2246.72	2228.54	2235.98	15476	0	2
2024.04.01	18:00:00	2235.95	2240.63	2233.76	2239.77	9058	0	5
2024.04.01	19:00:00	2239.77	2243.42	2237.18	2238.13	7717	0	5
2024.04.01	20:00:00	2238.13	2239.37	2234.78	2239.20	5247	0	4
2024.04.01	21:00:00	2239.20	2241.28	2238.15	2239.41	3243	0	5
2024.04.01	22:00:00	2239.42	2244.73	2239.15	2244.72	3280	0	5
2024.04.01	23:00:00	2244.72	2251.39	2243.08	2251.31	3484	0	5
2024.04.02	01:00:00	2251.58	2255.90	2248.82	2253.66	2823	0	5
2024.04.02	02:00:00	2253.66	2253.75	2248.65	2249.05	2300	0	5
